id,name,canonicalKey,kind,domain,parentGroup,activeJobs,allJobs
"cmtp6p68t2zb9qq4z8jn0lycn","Coach Leatherware India Private Limited","COACH_LEATHERWARE_INDIA_PRIVATE_LIMITED","UNKNOWN","","","0","0"
"cmtrtc42y3muxpg5m9l8kw13k","Coach Malaysia SDN. BHD.","COACH_MALAYSIA_SDN_BHD","UNKNOWN","","","17","17"
"cmtrtc88u3o02pg5mr37q4bxh","Coach Management (Shanghai)","COACH_MANAGEMENT_SHANGHAI","UNKNOWN","","","2","2"
"cmtp6oz632wl9qq4zsz0dggzv","Coach Management (Shanghai) Co., Ltd.","COACH_MANAGEMENT_SHANGHAI_CO_LTD","UNKNOWN","","","0","0"
"cmtrtc51h3n56pg5m8p0d64pm","Coach Netherlands B.V. - Taiwan Branch","COACH_NETHERLANDS_B_V_TAIWAN_BRANCH","UNKNOWN","","","6","6"
"cmtrtchsy3qjjpg5mt5rzti8m","Coach New Zealand","COACH_NEW_ZEALAND","UNKNOWN","","","1","1"
"cmtrtc89b3o06pg5m2v23wlhu","Coach Operations Singapore Pte.","COACH_OPERATIONS_SINGAPORE_PTE","UNKNOWN","","","10","10"
"cmtp6oz6j2wlhqq4ztr2fc5wy","Coach Operations Singapore Pte. Ltd.","COACH_OPERATIONS_SINGAPORE_PTE_LTD","UNKNOWN","","","0","0"
"cmtrtc42d3munpg5m0viy8ppz","Coach Shanghai","COACH_SHANGHAI","UNKNOWN","","","24","24"
"cmtp6owzw2vmhqq4zese328w5","Coach Shanghai Limited","COACH_SHANGHAI_LIMITED","UNKNOWN","","","0","0"
"cmtrtc75n3nq0pg5mg4zsn7lt","Coach Shanghai Limited 2","COACH_SHANGHAI_LIMITED_2","UNKNOWN","","","7","7"
"cmtrtc8iy3o2rpg5mvevbehnf","Coach Singapore Pte.","COACH_SINGAPORE_PTE","UNKNOWN","","","7","7"
"cmtp6oyd32w8tqq4zgp987m5d","Coach Stores Australie","COACH_STORES_AUSTRALIE","UNKNOWN","","","0","0"
"cmtrtc5n63nb3pg5m9ld4fz8i","Coach Stores Austria","COACH_STORES_AUSTRIA","UNKNOWN","","","6","6"
"cmtp6ox042vmlqq4zgxd783di","Coach Stores Austria GmbH","COACH_STORES_AUSTRIA_GMBH","UNKNOWN","","","0","0"
"cmtp6owv12vk5qq4zttxl2gmk","Coach Stores France SARL","COACH_STORES","UNKNOWN","","","0","0"
"cmtp6owj02vetqq4z1pvty6mn","Coach Stores Germany GmbH","COACH_STORES_GERMANY_GMBH","UNKNOWN","","","0","0"
"cmtrtc4bz3my9pg5mapcjg5qx","Coach Stores Ireland","COACH_STORES_IRELAND","UNKNOWN","","","4","4"
"cmtp6owfa2vdhqq4z8vgmi5ry","Coach Stores Ireland Limited","COACH_STORES_IRELAND_LIMITED","UNKNOWN","","","0","0"
"cmtp6ow3y2v8hqq4z1robd01e","Coach Stores Limited","COACH_STORES_LIMITED","UNKNOWN","coachaustralia.com","","0","0"
"cmtrtc4p13n1npg5mydxlcbjg","Coach Stores Puerto Rico","COACH_STORES_PUERTO_RICO","UNKNOWN","","","7","7"
"cmtp6ow5v2v9hqq4zvwrjcbuw","Coach Stores Puerto Rico, Inc.","COACH_STORES_PUERTO_RICO_INC","UNKNOWN","","","0","0"
"cmtrtcapf3oo6pg5mf3dj74b7","Coach Vietnam Company","COACH_VIETNAM_COMPANY","UNKNOWN","","","10","10"
"cmtp6p1ds2xhdqq4zma61q3i2","Coach Vietnam Company Limited","COACH_VIETNAM_COMPANY_LIMITED","UNKNOWN","","","0","0"
"cmtlyhzrj04ejqf5kkgad5vvx","Coast, cartes de paiement pour flottes","COAST_OUT_OF_SECTOR","OTHER","","","0","18"
"cmtkdvznu1ta3nf2bxoqpfm5o","COLD CULTURE","COLD_CULTURE","UNKNOWN","","","0","0"
"cmtkdvxl61sqgnf2bhklqiqd8","Collector Square","COLLECTOR_SQUARE","UNKNOWN","collectorsquare.com","","4","4"
"cmtkdw2mh1u6vnf2bv8y3qxhq","COLTESSE","COLTESSE","UNKNOWN","","","0","4"
